Date,Region,Country,NO2_mean_mol_m2
2019-03-22,Emerging Markets,Brazil,7.568982618628722e-06
2019-03-23,Emerging Markets,Brazil,6.632167963970558e-06
2019-03-24,Emerging Markets,Brazil,7.254901323760155e-06
2019-03-25,Emerging Markets,Brazil,6.896757019262965e-06
2019-03-26,Emerging Markets,Brazil,7.677173789038364e-06
2019-03-27,Emerging Markets,Brazil,6.840659101148587e-06
2019-03-28,Emerging Markets,Brazil,7.48187474911391e-06
2019-03-29,Emerging Markets,Brazil,7.927632384722049e-06
2019-03-30,Emerging Markets,Brazil,8.50303199760701e-06
2019-03-31,Emerging Markets,Brazil,8.871240196248369e-06
2019-04-01,Emerging Markets,Brazil,9.51052513582005e-06
2019-04-02,Emerging Markets,Brazil,8.448326005431691e-06
2019-04-03,Emerging Markets,Brazil,8.966099107316978e-06
2019-04-04,Emerging Markets,Brazil,9.696776924963266e-06
2019-04-05,Emerging Markets,Brazil,8.390475552223222e-06
2019-04-06,Emerging Markets,Brazil,7.486080407622724e-06
2019-04-07,Emerging Markets,Brazil,7.907105654428415e-06
2019-04-08,Emerging Markets,Brazil,7.777831152881361e-06
2019-04-09,Emerging Markets,Brazil,7.922573547808149e-06
2019-04-10,Emerging Markets,Brazil,7.659204745345902e-06
2019-04-11,Emerging Markets,Brazil,7.289036380518865e-06
2019-04-12,Emerging Markets,Brazil,7.788728303365003e-06
2019-04-13,Emerging Markets,Brazil,6.615626102957953e-06
2019-04-14,Emerging Markets,Brazil,7.417617515603095e-06
2019-04-15,Emerging Markets,Brazil,8.395900532801939e-06
2019-04-16,Emerging Markets,Brazil,7.71880695568122e-06
2019-04-17,Emerging Markets,Brazil,7.205734088553175e-06
2019-04-18,Emerging Markets,Brazil,6.997326241932337e-06
2019-04-19,Emerging Markets,Brazil,7.849765864483303e-06
2019-04-20,Emerging Markets,Brazil,9.909177835563305e-06
2019-04-21,Emerging Markets,Brazil,1.0981090070105603e-05
2019-04-22,Emerging Markets,Brazil,9.734612443834296e-06
2019-04-23,Emerging Markets,Brazil,7.907976370106993e-06
2019-04-24,Emerging Markets,Brazil,7.709614437092848e-06
2019-04-25,Emerging Markets,Brazil,7.6009422487683795e-06
2019-04-26,Emerging Markets,Brazil,7.149342615544255e-06
2019-04-27,Emerging Markets,Brazil,6.351122691420734e-06
2019-04-28,Emerging Markets,Brazil,6.2735744376128485e-06
2019-04-29,Emerging Markets,Brazil,6.442712779333758e-06
2019-04-30,Emerging Markets,Brazil,6.685944839875771e-06
2019-05-01,Emerging Markets,Brazil,8.290084276143312e-06
2019-05-02,Emerging Markets,Brazil,7.813195501449174e-06
2019-05-03,Emerging Markets,Brazil,7.304619575183448e-06
2019-05-04,Emerging Markets,Brazil,8.25493468531595e-06
2019-05-05,Emerging Markets,Brazil,7.461988776450444e-06
2019-05-06,Emerging Markets,Brazil,9.016862743115651e-06
2019-05-07,Emerging Markets,Brazil,9.493248416387526e-06
2019-05-08,Emerging Markets,Brazil,7.630186316656656e-06
2019-05-09,Emerging Markets,Brazil,7.302487432199315e-06
2019-05-10,Emerging Markets,Brazil,6.552763797569173e-06
2019-05-11,Emerging Markets,Brazil,7.450721399817441e-06
2019-05-12,Emerging Markets,Brazil,6.865296972994682e-06
2019-05-13,Emerging Markets,Brazil,7.1014103007044205e-06
2019-05-14,Emerging Markets,Brazil,7.397718011296103e-06
2019-05-15,Emerging Markets,Brazil,6.770501257234774e-06
2019-05-16,Emerging Markets,Brazil,7.392997262688455e-06
2019-05-17,Emerging Markets,Brazil,7.775694187205724e-06
2019-05-18,Emerging Markets,Brazil,6.694278182575365e-06
2019-05-19,Emerging Markets,Brazil,6.730605316476627e-06
2019-05-20,Emerging Markets,Brazil,7.657353199021792e-06
2019-05-21,Emerging Markets,Brazil,7.765591205684304e-06
2019-05-22,Emerging Markets,Brazil,8.668303226550452e-06
2019-05-23,Emerging Markets,Brazil,7.582967231418741e-06
2019-05-24,Emerging Markets,Brazil,7.467208753500939e-06
2019-05-25,Emerging Markets,Brazil,7.737516520753458e-06
2019-05-26,Emerging Markets,Brazil,7.203881557393318e-06
2019-05-27,Emerging Markets,Brazil,7.105458367595036e-06
2019-05-28,Emerging Markets,Brazil,8.323769284058579e-06
2019-05-29,Emerging Markets,Brazil,7.735751984002882e-06
2019-05-30,Emerging Markets,Brazil,7.488688514151465e-06
2019-05-31,Emerging Markets,Brazil,7.017923447565495e-06
2019-06-01,Emerging Markets,Brazil,6.750207069376038e-06
2019-06-02,Emerging Markets,Brazil,6.774222042818452e-06
2019-06-03,Emerging Markets,Brazil,8.102693167448231e-06
2019-06-04,Emerging Markets,Brazil,8.500070869903528e-06
2019-06-05,Emerging Markets,Brazil,7.88389619344103e-06
2019-06-06,Emerging Markets,Brazil,8.358969521923094e-06
2019-06-07,Emerging Markets,Brazil,9.494985593019937e-06
2019-06-08,Emerging Markets,Brazil,7.612635343695736e-06
2019-06-09,Emerging Markets,Brazil,8.012542981410584e-06
2019-06-10,Emerging Markets,Brazil,7.711579326685622e-06
2019-06-11,Emerging Markets,Brazil,8.156978359102986e-06
2019-06-12,Emerging Markets,Brazil,7.81216303193155e-06
2019-06-13,Emerging Markets,Brazil,8.341080911956577e-06
2019-06-14,Emerging Markets,Brazil,7.754253732279549e-06
2019-06-15,Emerging Markets,Brazil,7.654762857291601e-06
2019-06-16,Emerging Markets,Brazil,8.406452590874065e-06
2019-06-17,Emerging Markets,Brazil,7.706344598888767e-06
2019-06-18,Emerging Markets,Brazil,7.481042767480263e-06
2019-06-19,Emerging Markets,Brazil,7.300412602905844e-06
2019-06-20,Emerging Markets,Brazil,8.328808123346929e-06
2019-06-21,Emerging Markets,Brazil,8.064722632611906e-06
2019-06-22,Emerging Markets,Brazil,8.695343045034196e-06
2019-06-23,Emerging Markets,Brazil,7.91391463369351e-06
2019-06-24,Emerging Markets,Brazil,7.255117792485973e-06
2019-06-25,Emerging Markets,Brazil,7.830994038765315e-06
2019-06-26,Emerging Markets,Brazil,7.390129048294346e-06
2019-06-27,Emerging Markets,Brazil,7.836089605904432e-06
2019-06-28,Emerging Markets,Brazil,7.4243884000610625e-06
2019-06-29,Emerging Markets,Brazil,8.6040241069378e-06
2019-06-30,Emerging Markets,Brazil,7.1468720735353095e-06
2019-07-01,Emerging Markets,Brazil,8.360801509349782e-06
2019-07-02,Emerging Markets,Brazil,8.798596074889247e-06
2019-07-03,Emerging Markets,Brazil,7.106899506451021e-06
2019-07-04,Emerging Markets,Brazil,7.768982896332186e-06
2019-07-05,Emerging Markets,Brazil,7.615600036291856e-06
2019-07-06,Emerging Markets,Brazil,9.186398425500565e-06
2019-07-07,Emerging Markets,Brazil,8.29229640495749e-06
2019-07-08,Emerging Markets,Brazil,1.0761302026633067e-05
2019-07-09,Emerging Markets,Brazil,9.809023098920992e-06
2019-07-10,Emerging Markets,Brazil,8.265944138274605e-06
2019-07-11,Emerging Markets,Brazil,9.656004569582357e-06
2019-07-12,Emerging Markets,Brazil,9.958883796484332e-06
2019-07-13,Emerging Markets,Brazil,1.0124276328173112e-05
2019-07-14,Emerging Markets,Brazil,9.581516927703691e-06
2019-07-15,Emerging Markets,Brazil,1.04967084676759e-05
2019-07-16,Emerging Markets,Brazil,9.31845665353323e-06
2019-07-17,Emerging Markets,Brazil,1.0848621484830465e-05
2019-07-18,Emerging Markets,Brazil,1.2799926862470237e-05
2019-07-19,Emerging Markets,Brazil,1.1360374917475396e-05
2019-07-20,Emerging Markets,Brazil,1.0871867372832e-05
2019-07-21,Emerging Markets,Brazil,1.1002618841378741e-05
2019-07-22,Emerging Markets,Brazil,9.729883521509209e-06
2019-07-23,Emerging Markets,Brazil,1.089000065981601e-05
2019-07-24,Emerging Markets,Brazil,1.1093456763229384e-05
2019-07-25,Emerging Markets,Brazil,1.0706791852834753e-05
2019-07-26,Emerging Markets,Brazil,1.0578460664705247e-05
2019-07-27,Emerging Markets,Brazil,1.147703693171128e-05
2019-07-28,Emerging Markets,Brazil,1.1553645007306793e-05
2019-07-29,Emerging Markets,Brazil,9.510347293884923e-06
2019-07-30,Emerging Markets,Brazil,1.0707125589968087e-05
2019-07-31,Emerging Markets,Brazil,1.190247843891307e-05
2019-08-01,Emerging Markets,Brazil,1.4197949733937742e-05
2019-08-02,Emerging Markets,Brazil,1.3183145023130436e-05
2019-08-03,Emerging Markets,Brazil,1.3519516098562062e-05
2019-08-04,Emerging Markets,Brazil,1.344066720267128e-05
2019-08-05,Emerging Markets,Brazil,1.5505301176702133e-05
2019-08-06,Emerging Markets,Brazil,1.4831518727615652e-05
2019-08-07,Emerging Markets,Brazil,1.2513125049909374e-05
2019-08-08,Emerging Markets,Brazil,1.3651793156373466e-05
2019-08-09,Emerging Markets,Brazil,1.4648831040661999e-05
2019-08-10,Emerging Markets,Brazil,1.625464886545257e-05
2019-08-11,Emerging Markets,Brazil,1.6753768896184095e-05
2019-08-12,Emerging Markets,Brazil,1.814690223561952e-05
2019-08-13,Emerging Markets,Brazil,1.6739822639313315e-05
2019-08-14,Emerging Markets,Brazil,1.611248860491241e-05
2019-08-15,Emerging Markets,Brazil,1.572719339285637e-05
2019-08-16,Emerging Markets,Brazil,1.5048166566067966e-05
2019-08-17,Emerging Markets,Brazil,1.5485354277125253e-05
2019-08-18,Emerging Markets,Brazil,1.2648875164471267e-05
2019-08-19,Emerging Markets,Brazil,1.3275731680924325e-05
2019-08-20,Emerging Markets,Brazil,1.3151920619644174e-05
2019-08-21,Emerging Markets,Brazil,1.5188724344121133e-05
2019-08-22,Emerging Markets,Brazil,1.5769565110975773e-05
2019-08-23,Emerging Markets,Brazil,1.54536624231742e-05
2019-08-24,Emerging Markets,Brazil,1.3976139072244487e-05
2019-08-25,Emerging Markets,Brazil,1.3907485215216895e-05
2019-08-26,Emerging Markets,Brazil,1.56546183017509e-05
2019-08-27,Emerging Markets,Brazil,1.442328806179441e-05
2019-08-28,Emerging Markets,Brazil,1.585177453322362e-05
2019-08-29,Emerging Markets,Brazil,1.663298489504933e-05
2019-08-30,Emerging Markets,Brazil,1.7317370883708206e-05
2019-08-31,Emerging Markets,Brazil,1.6401446243409816e-05
2019-09-01,Emerging Markets,Brazil,1.4844667240171444e-05
2019-09-02,Emerging Markets,Brazil,1.566391534907109e-05
2019-09-03,Emerging Markets,Brazil,1.477373202108414e-05
2019-09-04,Emerging Markets,Brazil,1.8065025423999115e-05
2019-09-05,Emerging Markets,Brazil,1.9448014477439275e-05
2019-09-06,Emerging Markets,Brazil,2.046207215777871e-05
2019-09-07,Emerging Markets,Brazil,2.1992607523494238e-05
2019-09-08,Emerging Markets,Brazil,2.3388271743708407e-05
2019-09-09,Emerging Markets,Brazil,2.4752297157122835e-05
2019-09-10,Emerging Markets,Brazil,2.053475598433412e-05
2019-09-11,Emerging Markets,Brazil,1.982098966008166e-05
2019-09-12,Emerging Markets,Brazil,1.7665529392168314e-05
2019-09-13,Emerging Markets,Brazil,2.0712220980464133e-05
2019-09-14,Emerging Markets,Brazil,2.0385732786447087e-05
2019-09-15,Emerging Markets,Brazil,2.0993388876970383e-05
2019-09-16,Emerging Markets,Brazil,2.1154570549630718e-05
2019-09-17,Emerging Markets,Brazil,1.7261375035564723e-05
2019-09-18,Emerging Markets,Brazil,1.7146763708720458e-05
2019-09-19,Emerging Markets,Brazil,1.5970890688490832e-05
2019-09-20,Emerging Markets,Brazil,1.545682986637031e-05
2019-09-21,Emerging Markets,Brazil,1.60676163115321e-05
2019-09-22,Emerging Markets,Brazil,1.6391646955692607e-05
2019-09-23,Emerging Markets,Brazil,1.851399381689313e-05
2019-09-24,Emerging Markets,Brazil,1.724602388467266e-05
2019-09-25,Emerging Markets,Brazil,1.5211261597892452e-05
2019-09-26,Emerging Markets,Brazil,1.3703870660062705e-05
2019-09-27,Emerging Markets,Brazil,1.4065790446392041e-05
2019-09-28,Emerging Markets,Brazil,1.4387843692322644e-05
2019-09-29,Emerging Markets,Brazil,1.4558367632238594e-05
2019-09-30,Emerging Markets,Brazil,1.7057492749999284e-05
2019-10-01,Emerging Markets,Brazil,1.809859699977036e-05
2019-10-02,Emerging Markets,Brazil,1.525647719309478e-05
2019-10-03,Emerging Markets,Brazil,1.4536702405440875e-05
2019-10-04,Emerging Markets,Brazil,1.309769663978188e-05
2019-10-05,Emerging Markets,Brazil,1.1864058555281233e-05
2019-10-06,Emerging Markets,Brazil,1.007212683998987e-05
2019-10-07,Emerging Markets,Brazil,1.3048950714632472e-05
2019-10-08,Emerging Markets,Brazil,1.100906758091501e-05
2019-10-09,Emerging Markets,Brazil,1.2879446904839163e-05
2019-10-10,Emerging Markets,Brazil,1.3028799671537363e-05
2019-10-11,Emerging Markets,Brazil,1.1066252271029965e-05
2019-10-12,Emerging Markets,Brazil,1.2878249619328992e-05
2019-10-13,Emerging Markets,Brazil,1.3282385796030856e-05
2019-10-14,Emerging Markets,Brazil,1.4132227486788939e-05
2019-10-15,Emerging Markets,Brazil,1.4677936706688706e-05
2019-10-16,Emerging Markets,Brazil,1.1453798314636138e-05
2019-10-17,Emerging Markets,Brazil,1.1988291364359154e-05
2019-10-18,Emerging Markets,Brazil,1.2474125284141908e-05
2019-10-19,Emerging Markets,Brazil,1.41259541747607e-05
2019-10-20,Emerging Markets,Brazil,1.3185226642278612e-05
2019-10-21,Emerging Markets,Brazil,1.22906464145174e-05
2019-10-22,Emerging Markets,Brazil,1.0733120845142397e-05
2019-10-23,Emerging Markets,Brazil,1.2271589538232305e-05
2019-10-24,Emerging Markets,Brazil,1.185342544588855e-05
2019-10-25,Emerging Markets,Brazil,1.3074722620137348e-05
2019-10-26,Emerging Markets,Brazil,1.3343822500500568e-05
2019-10-27,Emerging Markets,Brazil,1.281597321827479e-05
2019-10-28,Emerging Markets,Brazil,1.218589863286825e-05
2019-10-29,Emerging Markets,Brazil,1.2174912878398317e-05
2019-10-30,Emerging Markets,Brazil,1.2306960461472521e-05
2019-10-31,Emerging Markets,Brazil,1.223773484550921e-05
2019-11-01,Emerging Markets,Brazil,1.3577901751817466e-05
2019-11-02,Emerging Markets,Brazil,1.1299550452830443e-05
2019-11-03,Emerging Markets,Brazil,1.1919106846118228e-05
2019-11-04,Emerging Markets,Brazil,1.1415958735352779e-05
2019-11-05,Emerging Markets,Brazil,1.1437073657776626e-05
2019-11-06,Emerging Markets,Brazil,1.1664107564715261e-05
2019-11-07,Emerging Markets,Brazil,1.1949617256063687e-05
2019-11-08,Emerging Markets,Brazil,1.1072800604757784e-05
2019-11-09,Emerging Markets,Brazil,1.1296966750474841e-05
2019-11-10,Emerging Markets,Brazil,1.1163591645985362e-05
2019-11-11,Emerging Markets,Brazil,1.0938738939324967e-05
2019-11-12,Emerging Markets,Brazil,1.148787361859345e-05
2019-11-13,Emerging Markets,Brazil,1.1633382929702877e-05
2019-11-14,Emerging Markets,Brazil,1.1872556930962117e-05
2019-11-15,Emerging Markets,Brazil,1.101179944773761e-05
2019-11-16,Emerging Markets,Brazil,9.559005468576512e-06
2019-11-17,Emerging Markets,Brazil,8.873100598337272e-06
2019-11-18,Emerging Markets,Brazil,9.33087783366409e-06
2019-11-19,Emerging Markets,Brazil,1.0867345885020049e-05
2019-11-20,Emerging Markets,Brazil,1.1377733118397931e-05
2019-11-21,Emerging Markets,Brazil,1.0889374139087689e-05
2019-11-22,Emerging Markets,Brazil,1.0053325423492715e-05
2019-11-23,Emerging Markets,Brazil,1.0242805128035188e-05
2019-11-24,Emerging Markets,Brazil,8.478821572474415e-06
2019-11-25,Emerging Markets,Brazil,8.270594652929264e-06
2019-11-26,Emerging Markets,Brazil,9.501219748321928e-06
2019-11-27,Emerging Markets,Brazil,8.289224421824531e-06
2019-11-28,Emerging Markets,Brazil,8.810686324790378e-06
2019-11-29,Emerging Markets,Brazil,9.30251683203716e-06
2019-11-30,Emerging Markets,Brazil,1.0615378867006092e-05
2019-12-01,Emerging Markets,Brazil,1.081014131729908e-05
2019-12-02,Emerging Markets,Brazil,1.1664928161446916e-05
2019-12-03,Emerging Markets,Brazil,1.1296679247140073e-05
2019-12-04,Emerging Markets,Brazil,1.050917123760439e-05
2019-12-05,Emerging Markets,Brazil,1.0105009222599932e-05
2019-12-06,Emerging Markets,Brazil,1.0007638979642927e-05
2019-12-07,Emerging Markets,Brazil,9.220558932988885e-06
2019-12-08,Emerging Markets,Brazil,8.97509662052902e-06
2019-12-09,Emerging Markets,Brazil,1.0024712833557014e-05
2019-12-10,Emerging Markets,Brazil,1.016195749657656e-05
2019-12-11,Emerging Markets,Brazil,9.189455723043368e-06
2019-12-12,Emerging Markets,Brazil,9.542227130227721e-06
2019-12-13,Emerging Markets,Brazil,1.0554232484327876e-05
2019-12-14,Emerging Markets,Brazil,1.0550890654783482e-05
2019-12-15,Emerging Markets,Brazil,1.0594990045917675e-05
2019-12-16,Emerging Markets,Brazil,1.0350838030596434e-05
2019-12-17,Emerging Markets,Brazil,9.679566492798908e-06
2019-12-18,Emerging Markets,Brazil,9.435025127669988e-06
2019-12-19,Emerging Markets,Brazil,9.542887620429293e-06
2019-12-20,Emerging Markets,Brazil,8.694555231561762e-06
2019-12-21,Emerging Markets,Brazil,1.0110069658086834e-05
2019-12-22,Emerging Markets,Brazil,9.433339058427084e-06
2019-12-23,Emerging Markets,Brazil,9.127866619483575e-06
2019-12-24,Emerging Markets,Brazil,7.4722906633242435e-06
2019-12-25,Emerging Markets,Brazil,7.889473660481815e-06
2019-12-26,Emerging Markets,Brazil,1.1686788758343843e-05
2019-12-27,Emerging Markets,Brazil,1.2541526077366454e-05
2019-12-28,Emerging Markets,Brazil,1.112312930971936e-05
2019-12-29,Emerging Markets,Brazil,1.0132479440182293e-05
2019-12-30,Emerging Markets,Brazil,1.1538049094765666e-05
2019-12-31,Emerging Markets,Brazil,8.888799812561562e-06
2020-01-01,Emerging Markets,Brazil,9.303123328756613e-06
2020-01-02,Emerging Markets,Brazil,7.0356507745972935e-06
2020-01-03,Emerging Markets,Brazil,7.354827019427227e-06
2020-01-04,Emerging Markets,Brazil,7.056466300072621e-06
2020-01-05,Emerging Markets,Brazil,6.39808201547145e-06
2020-01-06,Emerging Markets,Brazil,6.265259470962063e-06
2020-01-07,Emerging Markets,Brazil,8.134770340039247e-06
2020-01-08,Emerging Markets,Brazil,8.318478499740753e-06
2020-01-09,Emerging Markets,Brazil,8.653954360440884e-06
2020-01-10,Emerging Markets,Brazil,9.168702934748835e-06
2020-01-11,Emerging Markets,Brazil,9.752358971128643e-06
2020-01-12,Emerging Markets,Brazil,1.0021554587209494e-05
2020-01-13,Emerging Markets,Brazil,1.1213700645220386e-05
2020-01-14,Emerging Markets,Brazil,1.0349955674733736e-05
2020-01-15,Emerging Markets,Brazil,9.911104207180278e-06
2020-01-16,Emerging Markets,Brazil,1.048307144084921e-05
2020-01-17,Emerging Markets,Brazil,1.023217778310891e-05
2020-01-18,Emerging Markets,Brazil,1.1079891731067119e-05
2020-01-19,Emerging Markets,Brazil,1.0357296922551548e-05
2020-01-20,Emerging Markets,Brazil,1.1116753413495172e-05
2020-01-21,Emerging Markets,Brazil,1.1253414025219947e-05
2020-01-22,Emerging Markets,Brazil,7.466366842072104e-06
2020-01-23,Emerging Markets,Brazil,6.325158058940508e-06
2020-01-24,Emerging Markets,Brazil,6.964939775079618e-06
2020-01-25,Emerging Markets,Brazil,6.717383910831556e-06
2020-01-26,Emerging Markets,Brazil,6.4930588086316666e-06
2020-01-27,Emerging Markets,Brazil,8.977067566354947e-06
2020-01-28,Emerging Markets,Brazil,1.0343387195656414e-05
2020-01-29,Emerging Markets,Brazil,9.196267723101726e-06
2020-01-30,Emerging Markets,Brazil,8.353866530784587e-06
2020-01-31,Emerging Markets,Brazil,8.989396508286113e-06
2020-02-01,Emerging Markets,Brazil,8.485227793465639e-06
2020-02-02,Emerging Markets,Brazil,8.370215799187467e-06
2020-02-03,Emerging Markets,Brazil,9.640430193535943e-06
2020-02-04,Emerging Markets,Brazil,9.540127705461815e-06
2020-02-05,Emerging Markets,Brazil,7.866004282826009e-06
2020-02-06,Emerging Markets,Brazil,8.628185676072498e-06
2020-02-07,Emerging Markets,Brazil,9.504964987701294e-06
2020-02-08,Emerging Markets,Brazil,9.00243929175178e-06
2020-02-09,Emerging Markets,Brazil,8.085865194186924e-06
2020-02-10,Emerging Markets,Brazil,7.275286103980104e-06
2020-02-11,Emerging Markets,Brazil,7.671955152601355e-06
2020-02-12,Emerging Markets,Brazil,9.032660740623196e-06
2020-02-13,Emerging Markets,Brazil,8.164440541820903e-06
2020-02-14,Emerging Markets,Brazil,8.180310970181818e-06
2020-02-15,Emerging Markets,Brazil,9.933377225955393e-06
2020-02-16,Emerging Markets,Brazil,8.949984753238679e-06
2020-02-17,Emerging Markets,Brazil,9.415882634257183e-06
2020-02-18,Emerging Markets,Brazil,9.571296608631728e-06
2020-02-19,Emerging Markets,Brazil,1.0961084484682166e-05
2020-02-20,Emerging Markets,Brazil,9.038298881798726e-06
2020-02-21,Emerging Markets,Brazil,8.732182495657902e-06
2020-02-22,Emerging Markets,Brazil,7.494821536511364e-06
2020-02-23,Emerging Markets,Brazil,7.045717411224794e-06
2020-02-24,Emerging Markets,Brazil,6.8510915387220904e-06
2020-02-25,Emerging Markets,Brazil,8.517427707382779e-06
2020-02-26,Emerging Markets,Brazil,8.053459281926298e-06
2020-02-27,Emerging Markets,Brazil,7.71725830928846e-06
2020-02-28,Emerging Markets,Brazil,8.372949388276742e-06
2020-02-29,Emerging Markets,Brazil,7.985981943697226e-06
2020-03-01,Emerging Markets,Brazil,7.6041294174384345e-06
2020-03-02,Emerging Markets,Brazil,7.211405630505993e-06
2020-03-03,Emerging Markets,Brazil,7.279415757531099e-06
2020-03-04,Emerging Markets,Brazil,6.791876123420405e-06
2020-03-05,Emerging Markets,Brazil,8.399434105414923e-06
2020-03-06,Emerging Markets,Brazil,8.381383174262136e-06
2020-03-07,Emerging Markets,Brazil,7.81417258259412e-06
2020-03-08,Emerging Markets,Brazil,7.465099405738953e-06
2020-03-09,Emerging Markets,Brazil,8.290363891770195e-06
2020-03-10,Emerging Markets,Brazil,9.106728536604036e-06
2020-03-11,Emerging Markets,Brazil,8.560960083814075e-06
2020-03-12,Emerging Markets,Brazil,9.271904829876215e-06
2020-03-13,Emerging Markets,Brazil,8.29332773607441e-06
2020-03-14,Emerging Markets,Brazil,9.411001143522216e-06
2020-03-15,Emerging Markets,Brazil,8.513026762519145e-06
2020-03-16,Emerging Markets,Brazil,7.126860709695451e-06
2020-03-17,Emerging Markets,Brazil,7.604367819423717e-06
2020-03-18,Emerging Markets,Brazil,7.974802852720227e-06
2020-03-19,Emerging Markets,Brazil,1.0736782633294049e-05
2020-03-20,Emerging Markets,Brazil,7.745461867145527e-06
2020-03-21,Emerging Markets,Brazil,8.537281656688118e-06
2020-03-22,Emerging Markets,Brazil,6.837005885363227e-06
2020-03-23,Emerging Markets,Brazil,8.046983339239746e-06
2020-03-24,Emerging Markets,Brazil,7.314749096279735e-06
2020-03-25,Emerging Markets,Brazil,8.345073517260812e-06
2020-03-26,Emerging Markets,Brazil,8.291211470187186e-06
2020-03-27,Emerging Markets,Brazil,7.649059025709534e-06
2020-03-28,Emerging Markets,Brazil,7.176556021340744e-06
2020-03-29,Emerging Markets,Brazil,7.270942621332804e-06
2020-03-30,Emerging Markets,Brazil,8.347975553758413e-06
2020-03-31,Emerging Markets,Brazil,9.063427925791481e-06
2020-04-01,Emerging Markets,Brazil,9.067124320427647e-06
2020-04-02,Emerging Markets,Brazil,8.205518798919095e-06
2020-04-03,Emerging Markets,Brazil,7.75853156183998e-06
2020-04-04,Emerging Markets,Brazil,8.446078814773088e-06
2020-04-05,Emerging Markets,Brazil,6.688239568520395e-06
2020-04-06,Emerging Markets,Brazil,1.033150442182237e-05
2020-04-07,Emerging Markets,Brazil,8.382505271380829e-06
2020-04-08,Emerging Markets,Brazil,9.024245732769033e-06
2020-04-09,Emerging Markets,Brazil,7.086751826040831e-06
2020-04-10,Emerging Markets,Brazil,7.301899153120232e-06
2020-04-11,Emerging Markets,Brazil,8.90427257959269e-06
2020-04-12,Emerging Markets,Brazil,8.229811977075675e-06
2020-04-13,Emerging Markets,Brazil,7.911768775238177e-06
2020-04-14,Emerging Markets,Brazil,6.55397553876149e-06
2020-04-15,Emerging Markets,Brazil,6.0929361986623975e-06
2020-04-16,Emerging Markets,Brazil,7.239070031840443e-06
2020-04-17,Emerging Markets,Brazil,8.101335684943415e-06
2020-04-18,Emerging Markets,Brazil,7.00962862668287e-06
2020-04-19,Emerging Markets,Brazil,6.8015385060283135e-06
2020-04-20,Emerging Markets,Brazil,7.328728950452571e-06
2020-04-21,Emerging Markets,Brazil,6.911718201145131e-06
2020-04-22,Emerging Markets,Brazil,7.76858116367824e-06
2020-04-23,Emerging Markets,Brazil,7.169759494101435e-06
2020-04-24,Emerging Markets,Brazil,8.132511686913782e-06
2020-04-25,Emerging Markets,Brazil,7.27284125909878e-06
2020-04-26,Emerging Markets,Brazil,6.830919417411083e-06
2020-04-27,Emerging Markets,Brazil,7.2195830913324715e-06
2020-04-28,Emerging Markets,Brazil,5.545783249783854e-06
2020-04-29,Emerging Markets,Brazil,6.225839083288682e-06
2020-04-30,Emerging Markets,Brazil,6.74093494212948e-06
2020-05-01,Emerging Markets,Brazil,6.261340932215128e-06
2020-05-02,Emerging Markets,Brazil,6.163439988318619e-06
2020-05-03,Emerging Markets,Brazil,6.183095982838769e-06
2020-05-04,Emerging Markets,Brazil,6.949170822837566e-06
2020-05-05,Emerging Markets,Brazil,7.130575244330706e-06
2020-05-06,Emerging Markets,Brazil,6.30339436591477e-06
2020-05-07,Emerging Markets,Brazil,5.563711934261346e-06
2020-05-08,Emerging Markets,Brazil,8.044546091661433e-06
2020-05-09,Emerging Markets,Brazil,8.263990238485555e-06
2020-05-10,Emerging Markets,Brazil,7.47456304770412e-06
2020-05-11,Emerging Markets,Brazil,5.8986984367007866e-06
2020-05-12,Emerging Markets,Brazil,7.542720125183275e-06
2020-05-13,Emerging Markets,Brazil,6.314490474966904e-06
2020-05-14,Emerging Markets,Brazil,6.319534928502749e-06
2020-05-15,Emerging Markets,Brazil,5.697219723924104e-06
2020-05-16,Emerging Markets,Brazil,6.965170747350756e-06
2020-05-17,Emerging Markets,Brazil,7.651454058807165e-06
2020-05-18,Emerging Markets,Brazil,7.761221051140783e-06
2020-05-19,Emerging Markets,Brazil,9.353531942149146e-06
2020-05-20,Emerging Markets,Brazil,7.860914682573845e-06
2020-05-21,Emerging Markets,Brazil,6.883144730803288e-06
2020-05-22,Emerging Markets,Brazil,5.772589328297143e-06
2020-05-23,Emerging Markets,Brazil,5.569369142246704e-06
2020-05-24,Emerging Markets,Brazil,4.6216615093462046e-06
2020-05-25,Emerging Markets,Brazil,5.433774113394227e-06
2020-05-26,Emerging Markets,Brazil,5.973110245706438e-06
2020-05-27,Emerging Markets,Brazil,5.965296977568484e-06
2020-05-28,Emerging Markets,Brazil,7.6189021538399125e-06
2020-05-29,Emerging Markets,Brazil,7.526776170312014e-06
2020-05-30,Emerging Markets,Brazil,7.749331736793898e-06
2020-05-31,Emerging Markets,Brazil,7.172827357350591e-06
2020-06-01,Emerging Markets,Brazil,6.6789639764842315e-06
2020-06-02,Emerging Markets,Brazil,7.258756477645966e-06
2020-06-03,Emerging Markets,Brazil,5.82146769740351e-06
2020-06-04,Emerging Markets,Brazil,7.04670774754539e-06
2020-06-05,Emerging Markets,Brazil,7.146803695247354e-06
2020-06-06,Emerging Markets,Brazil,6.778551148410026e-06
2020-06-07,Emerging Markets,Brazil,6.085888358662842e-06
2020-06-08,Emerging Markets,Brazil,7.179547737096756e-06
2020-06-09,Emerging Markets,Brazil,6.862629163359367e-06
